age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
27,technician,1,1,0,130,1,0,0,7,8,265,3,-1,0,3,0
34,technician,2,1,0,201,0,0,0,22,5,257,2,-1,0,3,0
54,retired,0,2,0,0,0,0,2,13,8,618,1,-1,0,3,1
30,blue-collar,1,1,0,6,1,0,0,28,4,241,3,-1,0,3,0
35,entrepreneur,2,1,0,475,0,1,0,21,5,936,4,-1,0,3,0
33,blue-collar,2,1,0,706,1,0,0,7,0,329,1,322,1,0,0
59,self-employed,1,2,0,185,0,0,0,22,6,177,5,138,1,0,0
64,management,1,2,0,679,0,0,1,22,0,135,3,-1,0,3,0
53,technician,0,1,0,320,0,0,0,9,5,175,1,-1,0,3,0
41,services,0,1,0,654,1,0,0,13,8,139,2,-1,0,3,0
39,blue-collar,1,3,0,0,0,0,0,2,3,731,1,193,3,0,0
36,entrepreneur,1,0,0,177,1,0,2,12,8,63,5,-1,0,3,0
60,admin.,0,1,0,174,1,0,0,15,8,241,1,364,1,0,0
36,management,2,2,0,490,0,0,0,28,1,207,8,98,1,0,1
40,services,1,1,0,0,0,0,2,12,6,543,2,-1,0,3,0
23,technician,2,1,0,598,0,0,0,30,0,166,1,-1,0,3,0
44,blue-collar,1,0,0,271,1,1,2,9,8,94,1,-1,0,3,0
47,blue-collar,1,0,0,320,0,0,1,30,5,203,2,-1,0,3,0
33,admin.,1,2,0,640,0,0,0,24,5,318,1,-1,0,3,0
27,admin.,2,1,0,15,0,1,0,21,5,177,1,-1,0,3,0
27,services,2,1,0,201,1,0,2,4,6,172,2,-1,0,3,0
51,blue-collar,1,1,0,160,1,0,0,7,8,136,1,359,1,0,0
32,admin.,0,1,1,5,1,1,0,18,8,82,3,363,2,1,0
30,blue-collar,2,1,0,75,1,0,2,16,8,123,1,-1,0,3,0
27,blue-collar,2,0,0,-79,1,0,2,30,8,385,5,-1,0,3,0
37,services,0,1,0,490,1,0,0,2,3,73,1,-1,0,3,0
37,blue-collar,1,1,0,131,1,0,2,9,8,137,2,-1,0,3,0
35,management,1,2,0,8,1,0,2,23,8,55,4,-1,0,3,0
32,admin.,2,1,0,116,0,1,0,16,5,255,2,-1,0,3,0
35,admin.,1,0,0,189,1,0,0,11,8,95,1,-1,0,3,0
31,blue-collar,1,0,0,2,1,1,0,10,5,112,1,-1,0,3,0
27,services,1,1,0,54,1,0,0,18,8,97,1,370,1,0,0
22,student,2,3,0,549,0,0,0,2,11,154,1,-1,0,3,0
35,blue-collar,1,0,0,298,1,0,0,13,8,135,2,370,2,0,0
69,retired,1,0,0,579,0,0,0,14,1,230,1,-1,0,3,0
45,admin.,2,1,0,0,1,0,0,8,8,38,1,-1,0,3,0
47,management,1,2,0,109,1,0,0,22,5,268,1,-1,0,3,0
52,management,1,2,0,-11,1,0,0,11,8,94,4,-1,0,3,0
33,services,1,1,0,90,1,0,0,28,5,263,2,-1,0,3,0
60,blue-collar,1,0,0,493,0,0,0,18,1,671,4,-1,0,3,1
38,entrepreneur,1,1,0,868,0,0,0,20,9,452,2,-1,0,3,0
54,entrepreneur,1,1,0,653,1,0,2,15,8,352,1,-1,0,3,0
32,unemployed,0,0,0,0,0,0,0,15,5,175,4,-1,0,3,0
33,technician,1,1,0,0,1,1,0,19,9,163,2,-1,0,3,0
55,services,0,1,0,218,1,0,2,29,8,200,2,-1,0,3,0
48,blue-collar,1,1,0,741,1,0,0,16,0,227,1,-1,0,3,0
33,services,2,1,0,-56,0,1,0,10,5,119,5,-1,0,3,0
30,blue-collar,1,0,0,1,1,1,1,22,5,80,2,-1,0,3,0
43,blue-collar,1,0,0,-98,1,1,0,12,8,112,2,330,3,1,0
54,unemployed,1,0,0,541,1,0,0,3,3,237,3,-1,0,3,0
54,unknown,1,3,0,895,0,0,0,7,10,335,1,-1,0,3,1
36,unemployed,1,1,0,-129,1,0,0,29,5,121,3,-1,0,3,0
30,admin.,1,1,0,0,0,0,0,15,5,127,5,-1,0,3,0
27,technician,2,1,0,158,0,0,2,1,5,650,2,-1,0,3,1
30,admin.,1,1,0,122,1,0,2,16,8,107,1,-1,0,3,0
30,blue-collar,1,1,0,673,1,0,2,20,8,610,2,-1,0,3,0
35,technician,0,1,0,0,0,0,0,25,1,124,4,-1,0,3,0
33,services,0,1,0,411,1,0,2,8,8,216,1,-1,0,3,0
43,blue-collar,0,0,0,-97,1,1,0,31,5,747,4,-1,0,3,0
41,blue-collar,1,1,0,-217,1,0,0,11,8,313,1,349,3,1,0
32,management,1,2,0,913,1,0,0,23,6,883,1,674,4,0,0
30,technician,2,2,0,236,1,0,2,16,8,197,1,-1,0,3,0
40,entrepreneur,1,0,0,0,1,0,0,11,5,271,2,-1,0,3,0
27,admin.,1,1,0,639,0,1,0,14,5,243,3,-1,0,3,0
41,blue-collar,1,0,0,849,1,0,2,15,8,72,1,-1,0,3,0
54,services,1,1,0,386,1,0,0,2,1,155,2,-1,0,3,0
48,admin.,1,0,0,607,0,0,2,20,6,29,2,-1,0,3,0
34,blue-collar,1,0,0,79,1,0,0,14,8,406,2,-1,0,3,0
55,technician,0,1,0,61,1,1,0,25,1,113,3,-1,0,3,0
46,management,0,2,0,743,0,0,2,5,6,36,2,-1,0,3,0
47,entrepreneur,1,3,0,209,1,0,2,6,8,135,2,-1,0,3,0
24,management,2,2,0,172,0,0,0,3,5,67,2,-1,0,3,0
58,entrepreneur,1,1,0,2,0,0,2,16,6,684,1,-1,0,3,0
32,management,2,2,0,41,0,0,0,21,1,686,5,-1,0,3,1
49,blue-collar,1,1,0,-55,0,0,2,17,6,150,3,-1,0,3,0
30,management,2,2,0,329,1,0,2,6,6,122,16,-1,0,3,0
46,blue-collar,1,1,0,494,1,0,2,26,8,724,1,-1,0,3,0
44,blue-collar,1,0,0,-14,1,1,2,19,8,179,4,-1,0,3,0
48,technician,1,2,0,0,0,0,1,26,1,176,15,-1,0,3,0
31,management,1,1,0,625,1,0,0,7,0,424,1,138,1,0,0
37,student,1,3,0,0,0,0,2,18,6,115,1,-1,0,3,0
51,services,1,1,0,867,1,0,0,3,3,177,2,211,3,0,0
32,management,2,2,0,151,1,0,2,6,8,118,1,-1,0,3,0
27,self-employed,2,1,0,49,1,0,0,30,4,208,2,-1,0,3,0
34,technician,1,1,0,-346,0,0,0,13,1,136,4,-1,0,3,0
48,management,1,2,0,60,0,0,1,7,8,376,2,339,7,0,0
40,services,1,1,0,17,0,0,0,4,6,78,1,-1,0,3,0
46,blue-collar,1,0,0,91,1,0,0,6,8,29,1,356,2,0,0
41,entrepreneur,1,2,0,171,1,0,0,19,9,209,1,191,4,0,0
33,blue-collar,0,0,0,142,1,0,1,11,8,41,2,300,5,0,0
26,management,2,2,0,205,0,0,2,26,8,111,1,-1,0,3,0
34,admin.,2,1,0,852,0,0,0,14,0,108,2,-1,0,3,0
42,self-employed,1,1,0,97,0,0,0,10,5,108,2,-1,0,3,0
45,admin.,1,1,0,204,1,0,0,3,6,224,2,-1,0,3,1
31,technician,2,1,0,628,1,0,2,12,8,1083,2,-1,0,3,0
32,management,2,2,0,311,0,0,2,12,8,757,2,-1,0,3,1
26,blue-collar,2,1,0,856,1,1,0,30,5,95,5,-1,0,3,0
40,technician,2,2,0,226,0,0,0,15,4,176,2,-1,0,3,0
48,technician,1,1,0,127,0,1,0,7,1,524,5,-1,0,3,0
31,services,1,1,0,413,1,0,2,13,8,65,1,-1,0,3,0
27,admin.,1,1,0,710,1,1,0,6,8,653,1,334,2,2,1
28,management,2,1,0,171,0,0,0,10,7,93,1,-1,0,3,1
40,management,0,2,0,69,1,0,0,6,8,503,2,280,2,0,0
29,self-employed,1,2,0,751,1,0,2,23,8,121,2,-1,0,3,0
36,management,1,2,0,61,0,1,0,19,1,452,2,-1,0,3,0
83,retired,1,0,0,425,0,0,1,22,6,883,1,140,1,0,1
43,management,0,2,0,99,0,0,0,29,4,24,3,-1,0,3,0
58,blue-collar,1,0,0,781,1,0,0,15,8,74,2,-1,0,3,0
30,management,2,2,0,604,0,1,0,2,3,475,1,-1,0,3,0
29,admin.,2,1,0,-194,1,0,0,7,8,127,1,-1,0,3,0
41,technician,1,1,0,0,0,0,0,11,7,101,1,-1,0,3,0
35,housemaid,1,0,0,0,1,0,0,14,5,340,3,-1,0,3,0
27,admin.,2,2,0,73,0,0,0,29,4,242,1,-1,0,3,0
34,blue-collar,1,0,0,-319,1,1,0,9,5,134,4,-1,0,3,0
36,management,1,2,0,-296,1,0,0,14,8,113,3,-1,0,3,0
40,technician,1,1,0,169,1,0,0,18,1,43,4,-1,0,3,0
37,self-employed,2,2,0,556,0,0,2,17,6,200,2,-1,0,3,0
65,retired,0,3,0,300,0,0,0,2,1,245,2,-1,0,3,0
53,technician,0,1,0,751,1,0,2,16,8,343,4,-1,0,3,0
28,technician,2,1,0,126,0,0,0,3,7,229,1,-1,0,3,0
33,technician,0,2,0,-386,1,0,2,23,8,530,1,-1,0,3,0
56,blue-collar,1,0,0,379,0,0,0,13,1,58,5,-1,0,3,0
45,self-employed,1,1,0,706,0,0,0,30,0,78,2,176,1,2,0
36,blue-collar,1,0,0,0,1,0,0,18,9,618,2,-1,0,3,0
41,blue-collar,1,0,0,951,1,0,0,20,0,23,4,-1,0,3,0
46,admin.,1,1,0,368,0,0,0,20,1,293,1,90,4,1,1
41,blue-collar,1,1,0,121,1,0,0,13,8,16,6,176,5,1,0
59,services,1,1,0,204,0,0,0,23,5,286,2,-1,0,3,0
24,admin.,1,1,0,299,1,0,0,6,8,209,1,321,1,0,0
40,blue-collar,1,0,0,-335,1,0,2,27,8,260,1,-1,0,3,0
50,services,1,1,0,254,1,0,0,15,0,397,2,337,1,0,0
25,management,2,2,0,553,1,0,0,17,11,113,4,479,1,0,0
51,services,0,1,0,518,1,0,1,17,9,76,1,-1,0,3,0
50,management,1,2,0,85,0,1,0,1,6,141,1,-1,0,3,0
37,blue-collar,1,3,0,603,1,0,2,23,8,773,2,-1,0,3,0
21,services,2,1,0,361,0,0,1,5,6,329,1,95,1,1,0
52,blue-collar,1,1,0,-98,1,0,2,7,8,423,1,-1,0,3,0
32,blue-collar,1,1,0,687,1,0,2,9,8,61,1,-1,0,3,0
31,blue-collar,1,1,0,631,1,0,2,23,8,248,4,-1,0,3,0
34,technician,2,1,0,341,0,1,0,29,4,136,1,262,3,0,0
33,technician,2,2,0,316,0,0,0,21,1,126,3,-1,0,3,0
35,technician,1,1,0,2,0,0,1,28,4,653,3,-1,0,3,0
44,management,1,3,0,415,1,0,1,14,8,7,7,-1,0,3,0
48,management,0,2,0,507,1,0,0,9,0,528,1,-1,0,3,0
29,blue-collar,1,1,0,912,1,0,0,13,8,785,1,-1,0,3,0
50,management,1,2,0,0,0,0,0,9,5,243,5,-1,0,3,0
37,blue-collar,1,0,0,37,1,0,0,13,8,24,2,362,1,1,0
49,blue-collar,0,3,0,39,1,0,0,13,8,27,5,-1,0,3,0
31,blue-collar,1,1,0,0,1,0,2,5,8,143,1,-1,0,3,0
49,technician,0,1,0,265,1,0,2,12,8,274,6,-1,0,3,0
35,blue-collar,2,1,0,0,1,0,0,16,0,1174,1,345,4,1,1
36,blue-collar,0,1,0,-140,1,0,2,26,8,222,2,-1,0,3,0
75,retired,0,0,0,852,0,0,0,15,7,341,1,-1,0,3,0
38,blue-collar,2,1,0,578,1,0,2,21,8,112,2,-1,0,3,0
40,blue-collar,1,0,1,0,1,0,2,6,8,64,2,-1,0,3,0
29,technician,2,2,0,452,1,0,0,11,8,59,1,-1,0,3,0
28,admin.,1,1,0,-97,1,0,0,29,4,79,1,225,2,2,0
51,admin.,0,1,0,467,1,0,2,19,8,83,1,-1,0,3,0
32,student,2,2,0,0,0,0,0,6,1,101,5,3,6,1,0
36,management,1,2,0,495,0,0,0,5,1,157,3,97,2,2,1
38,entrepreneur,1,1,0,157,0,1,0,15,8,57,11,366,1,1,0
49,self-employed,1,1,0,358,1,1,2,13,8,176,3,-1,0,3,0
42,services,1,1,0,292,1,0,0,11,8,222,3,-1,0,3,0
59,retired,2,1,0,351,1,0,2,27,8,1063,5,-1,0,3,1
35,unknown,1,0,0,365,0,0,0,29,1,41,2,-1,0,3,0
34,admin.,2,1,0,846,1,0,0,17,0,758,2,-1,0,3,0
34,entrepreneur,1,2,0,-28,1,0,0,16,5,574,1,-1,0,3,0
77,retired,1,2,0,0,0,0,0,16,10,847,1,60,1,2,1
30,blue-collar,1,1,0,501,1,1,2,27,8,514,1,-1,0,3,0
49,unknown,1,3,0,301,0,0,0,14,1,789,2,-1,0,3,0
39,technician,2,1,0,102,1,0,0,14,1,272,2,-1,0,3,0
57,technician,0,0,0,13,1,0,0,8,8,323,2,368,2,0,0
32,self-employed,1,1,0,413,1,0,0,11,5,712,2,-1,0,3,0
45,admin.,1,1,0,638,1,0,0,20,1,75,9,-1,0,3,0
32,blue-collar,1,1,0,101,1,0,2,19,8,191,4,-1,0,3,0
55,technician,1,1,0,955,1,0,0,29,4,104,1,-1,0,3,0
30,admin.,1,1,0,518,1,0,0,8,8,127,1,-1,0,3,0
39,technician,1,2,0,14,0,0,0,28,4,114,2,-1,0,3,0
36,admin.,1,1,0,-423,1,1,2,13,8,106,1,-1,0,3,0
31,technician,2,1,0,433,0,0,0,11,1,1504,2,-1,0,3,0
36,technician,1,3,0,756,0,0,0,11,5,396,3,-1,0,3,0
38,technician,2,2,0,0,1,0,0,1,6,71,1,-1,0,3,0
40,technician,1,1,0,93,1,0,2,13,8,134,2,-1,0,3,0
39,services,1,1,0,124,1,0,0,31,5,81,5,-1,0,3,0
33,admin.,1,2,0,69,0,1,0,4,8,77,2,-1,0,3,0
53,services,0,1,0,0,0,0,0,12,7,80,2,-1,0,3,1
38,management,1,2,0,0,1,0,0,13,8,537,5,303,2,0,0
59,technician,1,1,0,259,0,0,0,15,6,415,1,89,1,2,1
38,technician,2,2,0,744,1,0,0,14,8,283,1,288,12,1,0
48,services,1,1,0,116,1,0,1,20,0,70,4,-1,0,3,0
53,blue-collar,1,1,0,70,1,0,2,5,8,611,2,-1,0,3,0
44,admin.,0,1,0,432,0,0,0,9,3,132,3,-1,0,3,0
29,blue-collar,2,1,0,9,1,0,0,11,8,262,3,-1,0,3,0
31,services,1,1,0,428,1,0,2,21,8,272,1,-1,0,3,0
31,blue-collar,1,0,0,620,0,0,0,30,7,95,1,-1,0,3,0
40,management,2,1,0,192,1,0,2,16,8,71,11,-1,0,3,0
39,blue-collar,1,1,0,0,1,0,0,7,8,502,1,7,2,0,0
44,entrepreneur,1,0,0,276,1,1,2,15,8,219,1,-1,0,3,0
29,technician,2,1,0,113,0,0,0,12,3,328,2,183,4,2,1
40,technician,1,1,0,782,1,0,2,14,8,224,2,-1,0,3,0
33,entrepreneur,1,0,0,82,1,0,0,18,9,63,2,-1,0,3,0
26,admin.,2,1,0,443,0,0,0,30,5,84,3,-1,0,3,0
41,technician,1,1,0,351,1,0,0,9,5,175,1,-1,0,3,0
39,technician,2,2,0,-41,0,1,0,25,1,40,15,-1,0,3,0
27,services,2,1,0,-124,0,0,0,18,5,217,1,-1,0,3,0
31,blue-collar,1,1,0,79,1,1,0,23,5,235,11,-1,0,3,0
55,retired,1,2,0,197,0,1,0,8,5,256,1,-1,0,3,0
51,blue-collar,0,0,0,837,0,0,1,30,5,41,2,-1,0,3,0
50,management,1,2,0,-94,0,1,2,25,6,75,1,-1,0,3,0
46,technician,1,1,0,57,0,0,2,28,8,796,1,-1,0,3,1
49,admin.,1,1,0,635,0,0,0,25,1,220,3,-1,0,3,0
56,retired,1,1,0,-113,1,1,0,12,1,614,2,-1,0,3,0
47,admin.,0,1,0,225,0,0,0,28,1,1126,4,-1,0,3,1
30,admin.,1,1,0,124,0,0,1,16,6,161,2,-1,0,3,0
36,entrepreneur,2,1,0,475,0,0,0,25,5,141,3,-1,0,3,0
40,management,1,2,0,-7,0,1,1,25,5,697,1,-1,0,3,0
37,technician,2,1,1,375,0,0,2,9,6,223,2,-1,0,3,0
42,admin.,0,1,0,936,0,0,0,30,4,931,1,-1,0,3,1
34,unemployed,2,1,0,0,0,0,0,17,9,63,2,-1,0,3,0
30,blue-collar,1,1,0,-99,1,0,0,15,8,144,5,-1,0,3,0
32,technician,1,1,0,167,1,1,0,8,1,79,3,-1,0,3,0
46,housemaid,1,0,0,19,1,0,1,21,5,171,1,-1,0,3,0
29,self-employed,1,2,0,242,1,0,0,18,5,73,4,-1,0,3,0
53,unknown,1,3,0,13,0,0,1,28,4,69,1,-1,0,3,0
32,technician,1,1,0,286,0,0,0,20,0,60,1,343,4,0,0
49,unemployed,1,1,0,769,1,0,2,14,8,257,1,-1,0,3,0
35,management,1,2,0,93,0,0,0,4,8,198,2,88,1,1,0
39,entrepreneur,1,0,0,238,1,1,0,19,9,134,1,-1,0,3,0
42,blue-collar,1,0,0,792,1,1,0,19,9,611,2,175,12,1,0
35,blue-collar,2,3,0,871,1,0,2,6,6,216,3,-1,0,3,0
57,technician,0,1,0,63,1,0,2,5,8,242,1,-1,0,3,0
31,blue-collar,2,1,0,16,0,0,0,7,5,387,1,-1,0,3,0
29,management,2,1,0,417,0,0,0,7,10,90,1,-1,0,3,0
33,technician,1,1,0,133,0,0,0,4,8,218,1,-1,0,3,1
43,management,1,2,0,690,1,0,0,6,1,171,3,-1,0,3,0
50,blue-collar,0,1,0,203,1,0,1,19,9,265,1,127,4,1,0
34,blue-collar,1,1,0,322,1,0,0,20,0,10,3,-1,0,3,0
43,self-employed,1,1,0,634,1,0,0,17,9,65,1,131,1,0,0
49,entrepreneur,1,1,0,273,0,0,0,23,5,58,1,-1,0,3,0
22,student,2,3,0,47,0,0,0,3,5,69,3,-1,0,3,0
56,admin.,1,1,0,0,1,0,1,19,9,154,2,-1,0,3,0
53,blue-collar,1,1,0,0,0,0,1,31,5,36,4,-1,0,3,0
41,self-employed,1,1,0,28,1,0,0,11,8,49,1,-1,0,3,0
33,blue-collar,1,0,0,245,1,1,0,8,8,253,3,-1,0,3,0
34,entrepreneur,1,2,0,412,1,1,0,8,5,164,1,-1,0,3,0
55,management,1,0,0,229,0,1,2,9,6,175,3,-1,0,3,0
31,admin.,2,1,0,144,1,0,2,4,5,43,11,-1,0,3,0
54,services,1,3,0,386,0,1,0,19,9,74,1,152,1,2,0
55,entrepreneur,1,1,0,204,0,0,0,14,5,455,13,-1,0,3,0
28,blue-collar,0,3,0,101,1,0,2,28,8,126,4,-1,0,3,0
45,unemployed,0,1,0,728,1,1,0,18,9,107,1,-1,0,3,0
42,technician,2,1,0,0,1,0,2,7,8,275,4,-1,0,3,0
43,unknown,2,3,0,181,0,0,1,28,4,41,1,-1,0,3,0
34,management,1,2,0,176,0,0,0,18,1,61,4,-1,0,3,0
36,blue-collar,1,0,0,49,1,0,0,15,8,232,2,365,5,1,0
50,blue-collar,1,1,0,372,1,0,1,11,8,21,1,-1,0,3,0
34,blue-collar,2,0,0,464,1,0,0,18,8,173,1,299,2,1,0
48,management,1,1,0,117,1,0,0,16,0,635,1,-1,0,3,0
47,admin.,1,1,0,104,1,1,0,14,5,77,2,-1,0,3,0
37,management,1,2,0,539,0,0,0,18,4,540,2,115,3,0,0
38,blue-collar,1,0,0,0,1,0,2,3,6,179,2,-1,0,3,0
29,technician,2,2,0,406,1,0,0,17,5,119,1,-1,0,3,0
26,blue-collar,1,1,0,484,1,0,2,19,8,48,2,-1,0,3,0
42,management,2,2,0,100,0,0,0,7,1,64,2,-1,0,3,0
37,management,2,2,0,815,1,0,0,7,8,77,1,-1,0,3,0
26,blue-collar,1,1,0,245,1,0,2,26,8,16,11,-1,0,3,0
54,blue-collar,1,3,0,191,0,0,0,4,1,753,2,-1,0,3,0
60,unemployed,0,1,0,385,1,0,0,4,3,80,1,-1,0,3,0
32,technician,2,1,0,29,0,0,0,19,1,156,2,-1,0,3,0
32,technician,1,1,0,84,0,1,0,29,5,403,3,-1,0,3,0
34,self-employed,2,2,0,876,1,0,0,17,9,145,2,-1,0,3,0
25,student,1,2,0,0,1,0,0,9,5,160,1,-1,0,3,0
32,blue-collar,1,0,0,329,1,0,0,3,3,321,1,-1,0,3,0
47,admin.,0,1,0,162,1,0,2,9,8,203,4,-1,0,3,0
49,management,2,2,0,151,1,0,0,8,5,97,3,-1,0,3,1
53,services,1,1,0,-2,1,1,0,16,0,144,2,-1,0,3,0
35,blue-collar,1,0,0,11,1,0,2,13,8,326,4,-1,0,3,0
29,management,0,2,0,415,1,1,2,28,8,449,4,-1,0,3,0
58,self-employed,1,0,0,671,1,0,2,17,6,16,3,-1,0,3,0
34,management,1,2,0,417,1,0,0,18,9,138,1,-1,0,3,0
60,retired,1,0,0,71,0,0,0,10,5,121,3,-1,0,3,0
33,blue-collar,1,1,0,249,1,0,0,31,5,61,4,-1,0,3,0
37,blue-collar,1,0,0,689,1,0,0,14,5,367,2,-1,0,3,0
55,self-employed,1,1,0,203,1,0,1,14,8,9,5,174,12,1,0
45,blue-collar,2,0,1,-183,0,1,0,15,5,395,4,-1,0,3,0
58,technician,1,1,0,116,0,0,2,16,6,580,3,-1,0,3,0
55,technician,1,1,0,0,1,0,2,30,8,119,2,-1,0,3,0
31,blue-collar,1,1,0,897,1,0,2,20,8,26,2,-1,0,3,0
38,technician,1,1,0,821,1,1,0,17,9,224,2,180,1,0,0
42,blue-collar,1,1,0,130,1,0,2,29,8,285,1,-1,0,3,0
32,management,0,2,0,1,1,0,2,8,8,399,4,-1,0,3,0
39,blue-collar,1,1,0,8,0,0,0,30,5,88,3,-1,0,3,0
41,technician,1,1,0,55,1,0,0,6,1,185,4,-1,0,3,0
59,blue-collar,1,0,0,699,0,0,0,28,4,98,1,154,6,0,0
42,unemployed,0,1,0,759,0,0,0,28,4,97,1,169,3,0,0
33,blue-collar,1,1,0,687,1,0,0,14,8,72,2,370,1,0,0
39,self-employed,2,2,0,426,0,0,2,18,6,1029,1,-1,0,3,1
27,entrepreneur,2,1,0,376,1,1,0,5,8,273,1,-1,0,3,0
39,management,1,2,0,12,1,0,2,23,8,130,1,-1,0,3,0
27,blue-collar,2,1,0,23,0,0,0,26,3,590,2,-1,0,3,0
33,admin.,1,1,0,353,1,0,0,19,9,107,2,-1,0,3,0
29,services,0,1,0,330,1,0,2,12,8,88,2,-1,0,3,0
33,management,0,2,0,0,0,0,0,13,1,305,2,-1,0,3,0
41,entrepreneur,1,1,0,353,0,0,0,19,9,90,2,-1,0,3,0
30,management,1,2,0,0,1,0,0,9,5,127,1,-1,0,3,0
58,unemployed,1,2,0,744,0,0,1,28,4,38,1,-1,0,3,0
37,services,2,1,0,608,0,0,0,14,8,380,3,-1,0,3,0
36,admin.,0,1,0,356,1,0,0,7,0,244,3,313,1,0,0
23,technician,2,1,0,-306,1,0,2,4,6,217,2,-1,0,3,0
53,blue-collar,1,0,0,306,0,0,0,28,5,388,3,181,1,2,1
44,blue-collar,1,0,0,-312,1,0,2,20,6,22,3,-1,0,3,0
32,technician,2,1,0,493,0,0,0,13,1,289,2,-1,0,3,0
32,management,1,2,0,71,1,0,0,21,5,221,8,-1,0,3,0
38,admin.,1,2,0,669,1,1,0,31,5,129,2,-1,0,3,0
47,blue-collar,1,0,0,556,1,0,0,4,3,147,2,264,4,1,0
34,services,2,1,0,84,1,0,2,23,8,299,1,-1,0,3,0
52,services,1,1,0,108,1,0,2,15,8,543,12,-1,0,3,0
45,admin.,2,1,0,-11,1,0,0,5,8,247,1,-1,0,3,0
52,blue-collar,0,0,0,-191,1,0,2,15,8,755,1,-1,0,3,1
37,blue-collar,1,1,0,132,0,0,2,27,8,336,2,-1,0,3,0
33,blue-collar,1,1,0,-346,1,1,2,23,8,29,3,-1,0,3,0
28,unemployed,1,1,0,655,1,0,2,4,6,606,2,-1,0,3,0
31,services,2,1,0,0,1,0,2,28,8,231,2,-1,0,3,0
35,blue-collar,1,0,0,624,1,0,2,7,8,163,1,-1,0,3,0
32,technician,2,2,0,569,0,1,0,29,4,348,1,-1,0,3,0
40,admin.,1,1,0,168,1,0,0,7,8,249,2,169,1,0,0
33,self-employed,1,2,0,263,0,0,0,4,8,119,2,-1,0,3,0
39,blue-collar,1,1,0,-405,1,0,0,8,8,177,1,-1,0,3,0
38,self-employed,1,1,0,279,1,0,2,28,8,110,5,-1,0,3,0
32,technician,2,1,0,0,0,0,0,18,1,594,4,-1,0,3,1
65,unknown,1,3,0,300,0,0,0,12,4,105,1,-1,0,3,0
34,unemployed,2,2,0,415,0,0,0,12,1,123,1,-1,0,3,0
34,admin.,2,0,0,0,1,1,0,6,8,172,4,-1,0,3,0
47,technician,1,1,0,302,1,0,2,20,6,89,3,-1,0,3,0
44,technician,0,1,0,809,1,0,2,15,8,118,4,-1,0,3,0
38,housemaid,1,1,0,-278,1,0,0,28,5,143,2,-1,0,3,0
46,admin.,2,1,0,751,1,0,2,13,8,104,2,-1,0,3,0
51,blue-collar,0,0,0,-28,0,1,2,2,5,220,2,-1,0,3,0
42,management,0,2,0,0,0,0,2,20,6,85,2,-1,0,3,0
43,admin.,1,1,0,132,0,0,0,19,1,574,1,84,3,2,1
36,management,2,2,0,260,1,0,0,7,8,49,1,-1,0,3,0
34,blue-collar,1,1,0,7,1,1,0,2,3,171,2,193,2,1,0
49,technician,1,3,0,323,1,0,0,18,9,41,2,-1,0,3,0
29,unemployed,2,1,0,486,0,0,1,30,0,95,1,-1,0,3,0
51,retired,0,1,0,343,1,0,2,30,8,78,2,-1,0,3,0
40,unemployed,0,1,0,507,1,0,0,2,3,134,1,266,7,0,0
25,student,2,1,0,304,0,0,0,26,8,226,2,-1,0,3,1
32,blue-collar,2,1,0,118,1,0,0,17,5,1275,1,-1,0,3,1
30,self-employed,1,1,0,123,0,1,2,17,5,66,1,85,5,1,0
38,management,1,2,0,76,1,0,0,7,5,196,3,-1,0,3,0
46,admin.,1,1,0,70,1,0,0,27,7,229,2,-1,0,3,1
43,unemployed,1,0,0,960,1,1,2,15,8,241,2,-1,0,3,0
29,blue-collar,2,1,0,309,1,0,0,11,8,471,3,-1,0,3,0
57,technician,1,0,0,0,0,0,2,5,6,58,8,-1,0,3,0
35,admin.,2,2,0,62,0,1,0,30,0,67,1,-1,0,3,0
37,blue-collar,1,0,0,704,0,0,2,18,6,165,7,-1,0,3,0
30,blue-collar,2,1,1,4,1,0,2,23,8,84,3,-1,0,3,0
60,retired,1,1,0,262,0,0,0,18,1,393,4,-1,0,3,0
56,management,1,1,0,238,1,0,0,19,9,808,1,-1,0,3,0
45,blue-collar,1,0,0,97,1,0,2,7,8,923,3,-1,0,3,0
38,technician,0,1,0,410,0,0,0,11,1,63,6,-1,0,3,0
59,retired,1,0,0,-47,1,0,0,27,1,84,4,-1,0,3,0
34,technician,1,2,0,197,0,0,0,20,1,78,3,-1,0,3,1
36,blue-collar,1,3,0,6,0,0,2,20,6,41,7,-1,0,3,0
51,management,1,2,0,630,1,0,0,5,8,138,1,-1,0,3,0
58,retired,1,1,0,235,0,0,0,27,1,88,4,-1,0,3,0
51,blue-collar,1,0,0,872,0,0,0,8,1,82,2,-1,0,3,0
35,blue-collar,1,1,0,407,1,0,0,20,0,12,6,-1,0,3,0
40,admin.,2,1,0,100,1,0,0,11,1,221,1,461,1,2,1
59,housemaid,1,1,0,345,0,0,2,9,6,38,1,-1,0,3,0
49,housemaid,1,0,0,889,0,0,1,7,5,388,1,-1,0,3,1
35,admin.,1,2,0,0,1,0,0,28,5,151,7,-1,0,3,0
41,management,1,2,0,51,0,0,0,25,1,140,8,-1,0,3,0
55,retired,1,0,0,150,0,0,0,8,5,124,1,-1,0,3,0
51,self-employed,1,1,1,34,0,1,0,7,5,200,1,-1,0,3,0
27,services,2,1,0,795,0,0,0,6,3,101,3,-1,0,3,0
